"fault code","code description"
P0397,CAN BUS Information Line Error Wiring Loose Pin Connections CAN BUS Information Line Engine Electronics
P0398,Engine Electronics Memory Failure Error Engine Electronics
P0399,Engine Electronics Operation Error Engine Electronics
P0600,Knock Sensor Circuit Failure Engine Electronics Performance Error Knock Sensor
P0601,Engine Electronics Vehicle Speed Sensor Output Circuit B Failure Engine Electronics
P0602,Fuel Injector Control Module Performance Error Fuel Injector Control Module Relay
P0603,Engine Electronics Transmission Electronics Communication Error Engine Electronics Transmission Electronics
P0604,Starter Relay Starter Motor Voltage Low Wiring Loose Pin Connections Line Break Short to Ground Engine Electronics Starter Relay
P0605,Alternative Fuel Control Module Backup Value Memory Error Wiring Loose Pin Connections Line Break Short to Ground Engine Electronics
P0606,Transmission Control Module Requested MIL Illumination Transmission Control Module Requested
P0607,Transmission MIL Request Circuit Transmission MIL Request Circuit
P0608,Incorrect Shifting Detected TCM Incorrect Shifting Detected TCM
P0609,TCM Supply Voltage Interrupted TCM Supply Voltage Interrupted
P0610,Engine Torque Delivered to TCM Signal Engine Torque Delivered to TCM
P0611,Engine Torque Signal Circuit Engine Torque Signal Circuit
P0612,Transmission Control Module Checksum Transmission Control Module Checksum
P0613,Throttle Pedal Position Signal 2000 Throttle Pedal Position Signal 2000
P0614,Wheel Speed Signal 2000 Wheel Speed Signal 2000
P0615,Performance Selector Switch Failure Performance Selector Switch Failure
P0616,TFP Valve Position Switch Circuit TFP Valve Position Switch Circuit
P0617,Torque Control Torque Control
P0618,TFP Valve Position Switch Reverse with Drive Ratio TFP Valve Position Switch Reverse with Drive Ratio
P0619,TFP Valve Position Switch Drive without Drive Ratio TFP Valve Position Switch Drive without Drive Ratio
P0620,Internal Mode Switch No Start Wrong Range Internal Mode Switch No Start Wrong Range
P0621,Internal Mode Switch Circuit B High Internal Mode Switch Circuit B High
P0622,Internal Mode Switch Circuit C High Internal Mode Switch Circuit C High
P0623,Torque Converter Clutch TCC Solenoid Circuit High Voltage Torque Converter Clutch TCC
P0624,KickDown Switch Circuit KickDown Switch Circuit
P0625,KickDown Switch Failed Open KickDown Switch Failed Open
P0626,1-2 Shift Solenoid Circuit Low Voltage 1-2 Shift Solenoid Circuit Low
P0627,1-2 Shift Solenoid Circuit High Voltage 1-2 Shift Solenoid Circuit High
P0628,Torque Reduction Signal Circuit Requested by TCM Torque Reduction Signal Circuit Requested by TCM
P0629,2-3 Shift Solenoid Circuit Low Voltage 2-3 Shift Solenoid Circuit Low
P0630,2-3 Shift Solenoid Circuit High Voltage 2-3 Shift Solenoid Circuit High
P0631,Brake Band Apply Solenoid Performance Brake Band Apply Solenoid
P0632,Brake Band Apply Solenoid Low Voltage Brake Band Apply Solenoid Low
P0633,Brake Band Apply Solenoid High Voltage Brake Band Apply Solenoid High
P0634,Torque Converter Clutch Circuit Torque Converter Clutch Circuit
P0635,Transmission Fluid Life Transmission Fluid Life
P0636,TCC Stator Temp Switch Circuit Low TCC Stator Temp Switch Circuit Low
P0637,4WD Low Switch Circuit Electrical 4WD Low Switch Circuit Electrical
P0638,Throttle Position Signal Input Throttle Position Signal Input
P0639,Throttle Position Sensor PWM Signal High Throttle Position Sensor PWM Signal High
P0640,Engine Torque Signal High Voltage Engine Torque Signal High Voltage
P0641,Intake Manifold Runner Control IMRC Solenoid Control Circuit Intake Manifold Runner Control
P0642,Intake Manifold Runner Control IMRC Solenoid Control Circuit Low Voltage Intake Manifold Runner Control
P0643,Intake Manifold Runner Control IMRC Solenoid Control Circuit High Voltage Intake Manifold Runner Control
P0644,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit Low
P0645,Fuel Level Sensor 2 Circuit High Voltage Fuel Level Sensor 2 Circuit High
P0646,Post Catalyst Fuel Trim System Low Limit Post Catalyst Fuel Trim System
P0647,Throttle Actuator Control TAC Motor Control Circuit Throttle Actuator Control TAC
P0648,Control Module Throttle Actuator Position Performance Control Module Throttle Actuator
P0649,Throttle Actuator Control TAC Module Internal Circuit Throttle Actuator Control TAC
P0650,Throttle Actuator Control TAC Module Performance Throttle Actuator Control TAC
P0651,Accelerator Pedal Position APP Sensor 1 Circuit High Voltage Accelerator Pedal Position APP
P0652,Accelerator Pedal Position APP Sensor 2 Circuit Low Voltage Accelerator Pedal Position APP
P0653,Accelerator Pedal Position APP Sensor 2 Circuit High Voltage Accelerator Pedal Position APP
P0654,Throttle Position TP Sensor 1-2 Correlation Throttle Position TP Sensor 1-2
P0655,Generator L Terminal Circuit High Voltage Generator L Terminal Circuit High
P0656,ECU Failure ECU Failure
P0657,Open or TCC PWM Solenoid Valve Circuit Short to Ground Open or TCC PWM Solenoid Valve
P0658,Heated Oxygen Sensor HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1 Heated Oxygen Sensor HO2S
P0659,Heated Oxygen Sensor HO2S Heated Oxygen Sensor HO2S
P0660,MAF MAP EGR Actual Measured Air Flow and TP Calculated Air Flow Not Within Range MAF MAP EGR Actual Measured Air Flow
P0661,Manifold Absolute Pressure MAP Sensor Circuit Intermittent High Voltage Manifold Absolute Pressure MAP
P0662,MAP Sensor Comparison Too High Baro MAP Sensor Comparison
P0663,Intake Air Temperature IAT Sensor Circuit Intermittent Low Voltage Intake Air Temperature IAT
P0664,Intake Resonance Switchover Solenoid Control Circuit Intake Resonance Switchover Solenoid
P0665,Engine Coolant Temperature ECT Sensor Circuit Intermittent High Voltage Engine Coolant Temperature ECT
P0666,Engine Coolant Temp Signal Out of Range Low Engine Coolant Temp Signal
P0667,Throttle Position TP Sensor 1 Circuit Throttle Position TP Sensor 1
P0668,Throttle Position TP Sensor Circuit Intermittent Low Voltage Throttle Position TP Sensor
P0669,Heated Oxygen Sensor HO2S Circuit Low Variance Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P0670,Heated Oxygen Sensor HO2S Insufficient Switching Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P0671,Heated Oxygen Sensor HO2S Lean Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P0672,Heated Oxygen Sensor HO2S Rich Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P0673,Heated Oxygen Sensor HO2S Bank 1 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P0674,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 1 Sensor 2 Heated Oxygen Sensor HO2S
P0675,Heated Oxygen Sensor HO2S Bank 1 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P0676,Heated Oxygen Sensor HO2S Cross Counts Bank 1 Sensor 3 Heated Oxygen Sensor HO2S
P0677,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 2 Sensor 1 Heated Oxygen Sensor HO2S
P0678,Heated Oxygen Sensor HO2S Lean Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P0679,Heated Oxygen Sensor HO2S Rich Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P0680,Heated Oxygen Sensor HO2S Bank 2 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P0681,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 2 Heated Oxygen Sensor HO2S
P0682,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Lean System or Low Voltage Heated Oxygen Sensor HO2S
P0683,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P0684,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 3 Heated Oxygen Sensor HO2S
P0685,Bank Fuel Trim Offset Bank Fuel Trim Offset
P0686,Engine Oil Temperature Circuit Engine Oil Temperature Circuit
P0687,EOT Circuit Performance EOT Circuit Performance
P0688,EOT Sensor Circuit High Voltage EOT Sensor Circuit High Voltage
P0689,Engine Oil Pressure EOP Switch Circuit Engine Oil Pressure EOP Switch
P0690,Injector Control Circuit Injector Control Circuit
P0691,Mass Air Flow Circuit Intermittent High Mass Air Flow Circuit
P0692,Mass Air Flow Circuit Intermittent Low Mass Air Flow Circuit
P0693,Injection Pump Calibration Circuit Injection Pump Calibration Circuit
P0694,Fuel Pump Secondary Circuit Low Fuel Pump Secondary Circuit
P0695,Supercharger System Overboost Supercharger System
P0696,Last Test Failed SCC ENTER More Information Last Test Failed
P0697,Accelerator Pedal Position Sensor 2 Accelerator Pedal Position Sensor
P0698,Accelerator Pedal Position Sensor 1 Accelerator Pedal Position Sensor
P0699,Injectors Faulty Wiring Injectors Faulty Wiring
P0700,Accelerator Pedal Position APP Sensor 1 Circuit Accelerator Pedal Position
P0701,Accelerator Pedal Position Sensor 1 Circuit Low Voltage Accelerator Pedal Position Sensor
P0702,Accelerator Pedal Position Sensor 1 Circuit High Voltage Accelerator Pedal Position Sensor
P0703,Accelerator Pedal Position APP Sensor 2 Circuit Accelerator Pedal Position
P0704,Accelerator Pedal Position Sensor 2 Circuit Performance Accelerator Pedal Position Sensor
P0705,Accelerator Pedal Position Sensor 2 Circuit Low Voltage Accelerator Pedal Position Sensor
P0706,Accelerator Pedal Position Sensor 2 Circuit High Voltage Accelerator Pedal Position Sensor
P0707,Accelerator Pedal Position Sensor 3 Circuit Accelerator Pedal Position Sensor
P0708,Accelerator Pedal Position Sensor 3 Circuit Low Voltage Accelerator Pedal Position Sensor
P0709,Ignitor Circuit Ignitor Circuit
P0710,Ignition Coil 2 Primary Feedback Circuit Ignition Coil 2 Primary
P0711,EI System or Ignition Control Extra or Missing EI System or Ignition Control
P0712,Crank RPM Too Low Crank RPM Too Low
P0713,CKP Circuit CKP Circuit
P0714,BM Output High Pulse Detected When GND Cyl 2 BM Output High Pulse Detected
P0715,BM Output High Pulse Detected When GND Cyl 3 BM Output High Pulse Detected
P0716,BM Output High Pulse Detected When GND Cyl 5 BM Output High Pulse Detected
P0717,BM Output High Pulse Detected When GND Cyl 8 BM Output High Pulse Detected
P0718,Ignition Coil Group 1 Control Circuit Ignition Coil Group 1 Control
P0719,Ignition Coil Control Circuit Low Voltage Ignition Coil Control Circuit
P0720,BM Cylinder 2 Not Activated After Transition BM Cylinder 2 Not Activated
P0721,BM Cylinder 4 Not Activated After Transition BM Cylinder 4 Not Activated
P0722,BM Cylinder 6 Not Activated After Transition BM Cylinder 6 Not Activated
P0723,BM 4X Reference Circuit Too Many Pulses BM 4X Reference Circuit Too Many
P0724,Crankshaft Position CKP Sensor AB Correlation Crankshaft Position CKP Sensor AB
P0725,BM 24X Reference Circuit High Voltage BM 24X Reference Circuit High
P0726,BM Cam Pulse to 4X Reference Pulse BM Cam Pulse to 4X Reference
P0727,Misfire Detected Rough Road Data Unusable Misfire Detected Rough Road
P0728,Wheel Speed Sensor 1 G Sensor Circuit Performance Wheel Speed Sensor 1 G
P0729,Wheel Speed Sensor 1 G Sensor Circuit Low Voltage Wheel Speed Sensor 1 G
P0730,Wheel Speed Sensor 1 G Sensor Circuit Intermittent Wheel Speed Sensor 1 G
P0731,Wheel Speed Sensor 2 G Sensor Circuit Performance Wheel Speed Sensor 2 G
P0732,Wheel Speed Sensor 2 G Sensor Circuit Low Voltage Wheel Speed Sensor 2 G
P0733,Wheel Speed Sensor 2 G Sensor Circuit High Voltage Wheel Speed Sensor 2 G
P0734,Exhaust Gas Recirculation System Valve 1 Exhaust Gas Recirculation System
P0735,Exhaust Gas Recirculation EGR Closed Position Performance Exhaust Gas Recirculation EGR
P0736,Exhaust Gas Recirculation System Valve 3 Exhaust Gas Recirculation System
P0737,EGR Air Intrusion Exhaust Supply in EGR Valve EGR Air Intrusion Exhaust Supply
P0738,Intake Manifold Pressure Sensor Circuit Intake Manifold Pressure Sensor
P0739,EGR Vacuum System Leak EGR Vacuum System Leak
P0740,Fuel Tank Pressure System Fuel Tank Pressure System
P0741,Intake Air Low Pressure Switch Circuit High Voltage Intake Air Low Pressure
P0742,Intake Air High Pressure Switch Circuit High Voltage Intake Air High Pressure
P0743,Fuel Level Sensor 2 Circuit Performance Fuel Level Sensor 2 Circuit
P0744,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit
P0745,Evaporative Emission EVAP System Flow During Non-Purge Evaporative Emission EVAP System
P0746,EVAP Vacuum Switch High Voltage During IGN On EVAP Vacuum Switch High Voltage
P0747,Barometric Pressure Sensor Performance Barometric Pressure Sensor
P0748,Cooling Fan Control System Cooling Fan Control System
P0749,Cooling Fan 1 Control Circuit High Cooling Fan 1 Control Circuit
P0750,Cooling Fan Speed Sensor Circuit Cooling Fan Speed Sensor Circuit
P0751,Cooling Fan Speed Output Circuit Cooling Fan Speed Output Circuit
P0752,Engine Cooling System Performance Engine Cooling System
P0753,Cooling Fan System Performance Cooling Fan System Performance
P0754,Start Signal Circuit Start Signal Circuit
P0755,Vehicle Speed Sensor Circuit Intermittent Vehicle Speed Sensor Circuit
P0756,Theft Deterrent Fuel Enable Signal Not Received Theft Deterrent Fuel
P0757,Theft Deterrent Fuel Enable Signal Not Correct Theft Deterrent Fuel
P0758,Idle Speed Low Idle Air Control IAC System Not Responding Idle Speed Low Idle Air
P0759,Throttle Control System Backup System Performance Throttle Control System
P0760,Electronic System Throttle Position Electronic System Throttle Position
P0761,Electronic Throttle Module Electronic Throttle Module
P0762,Electronic Throttle Module PCM Communication Electronic Throttle Module PCM
P0763,Throttle Actuator Control TAC Module Internal Circuit Throttle Actuator Control TAC
P0764,Minimum Throttle Position Not Learned Minimum Throttle Position Not
P0765,Heated Windshield Request Problem Heated Windshield Request Problem
P0766,A/C Low Side Temperature Sensor Failure A/C Low Side Temperature Sensor
P0767,A/C Evaporator Temp Sensor Circuit High Voltage A/C Evaporator Temp Sensor
P0768,A/C System Temp Sensor Low Voltage A/C System Temp Sensor Low
P0769,A/C Request Circuit Low Voltage A/C Request Circuit Low Voltage
P0770,Air Conditioner A/C Refrigerant Overpressure A/C Disabled Air Conditioner A/C
P0771,A/C System High Pressure High Temperature A/C System High Pressure High
P0772,A/C System Performance A/C System Performance
P0773,A/C Refrigerant Condition Too Low A/C Refrigerant Condition Too Low
P0774,A/C Clutch Status Circuit Low Voltage A/C Clutch Status Circuit
P0775,Throttle Valve Position Not Learned During Rest Throttle Valve Position Not
P0776,Cruise Control Servo Indicates Low Cruise Control Servo Indicates
P0777,Cruise Control Power Management Mode Cruise Control Power Management
P0778,Transaxle Not in Drive Cruise Control Disabled Transaxle Not in Drive Cruise
P0779,Cruise Vacuum Solenoid Cruise Vacuum Solenoid
P0780,Banking Control Active Cruise Control Disabled Banking Control Active
P0781,Cruise Servo Brain High During Non-Cruise Cruise Servo Brain High
P0782,Traction Control Torque Request Circuit Traction Control Torque Request Circuit
P0783,ASR Active Circuit Low Too Long ASR Active Circuit Low Too Long
P0784,Stoplamp Switch Circuit Stoplamp Switch Circuit
P0785,BBV Sensor Circuit High Voltage BBV Sensor Circuit High Voltage
P0786,BBV Sensor Circuit Low Vacuum BBV Sensor Circuit Low Vacuum
P0787,Cruise Circuit Low Voltage Carrier Cruise Circuit Low Voltage Carrier
P0788,Cruise Direction Circuit Low Voltage Cruise Direction Circuit Low Voltage
P0789,Cruise Control Disabled Cruise Control Disabled
P0790,Cruise Control Clutch Control Circuit High Cruise Control Clutch Control
P0791,Engine Retard or Close Retard Detected Engine Retard or Close
P0792,TCM Internal Watchdog Operation TCM Internal Watchdog Operation
P0793,Serial Communication Problem with Device 1 Serial Communication Problem with Device 1
P0794,Knock Sensor KS Module Performance Knock Sensor KS Module Performance
P0795,IPC Loss of Serial Data IPC Loss of Serial Data
P0796,Serial Communication Problem with Device 6 Serial Communication Problem with Device 6
P0797,Serial Communication Problem with Device 8 Serial Communication Problem with Device 8
P0798,PZM Loss of Serial Data PZM Loss of Serial Data
P0799,IPM Loss of Serial Data IPM Loss of Serial Data
P0800,Engine Oil Level Switch Circuit Engine Oil Level Switch Circuit
P0801,Low Coolant Circuit Low Coolant Circuit
P0802,Cylinder Select Cylinder Select
P0803,Customer Snapshot Request Data Available Customer Snapshot Request Data
P0804,Theft Deterrent Fuel Enable Signal Not Received Theft Deterrent Fuel
P0805,ECT Pull-Up Resistor ECT Pull-Up Resistor
P0806,Theft Deterrent Mode Active Theft Deterrent
P0807,Theft Deterrent Fuel Disable Signal Received Theft Deterrent
P0808,Ignition 1 Switch Circuit Ignition 1 Switch Circuit
P0809,PCM Stack Overflow PCM Stack Overflow
P0810,Generator F Terminal Circuit Generator F Terminal Circuit
P0811,5 Volt Reference 2 Circuit 5 Volt Reference 2 Circuit
P0812,Driver 1 Input High Voltage Driver 1 Input High Voltage
P0813,Vehicle Speed Output Circuit Vehicle Speed Output Circuit
P0814,Traction Control Delivered Torque Output Circuit Traction Control Delivered Torque
P0815,Driver 1 Line 7 Driver 1 Line 7
P0816,Fan 1 Relay Control Circuit Fan 1 Relay Control Circuit
P0817,Cruise Control Inhibiting Output Circuit Cruise Control Inhibiting Output
P0818,Driver 2 Line 6 Driver 2 Line 6
P0819,Cooling Fan Control Circuits Cooling Fan Control Circuits
P0820,Oil Life Lamp Control Circuit Oil Life Lamp Control Circuit
P0821,Driver 3 Line 5 Driver 3 Line 5
P0822,ABS Unit Expected ABS Unit Expected
P0823,Driver 4 Line 1 Driver 4 Line 1
P0824,Low Engine Oil Level Lamp Control Circuit Low Engine Oil Level Lamp
P0825,Engine Hot Lamp Control Circuit Engine Hot Lamp Control Circuit
P0826,Speedometer Control Circuit Speedometer Control Circuit
P0827,Driver 5 ECU Failure Driver 5 ECU Failure
P0828,Driver 5 Line 1 Driver 5 Line 1
P0829,Driver 5 Line 2 Driver 5 Line 2
P0830,Driver 5 Line 7 Driver 5 Line 7
P0831,Delivered Torque Circuit Failure Delivered Torque Circuit Failure
P0832,Coolant Gauge Circuit Low Voltage Coolant Gauge Circuit Low Voltage
P0833,Remote Keyless Entry Circuit Low Remote Keyless Entry Circuit Low
P0834,Transmission Control Module TCM Requested MIL Illumination Transmission Control Module TCM
P0835,Transmission MIL Request Circuit Transmission MIL Request Circuit
P0836,Incorrect Shifting Detected TCM Incorrect Shifting Detected TCM
P0837,TCM Supply Voltage Interrupted TCM Supply Voltage Interrupted
P0838,Engine Torque Delivered to TCM Signal Engine Torque Delivered to TCM
P0839,Engine Torque Signal Circuit Engine Torque Signal Circuit
P0840,Transmission Control Module Checksum Transmission Control Module Checksum
P0841,Throttle Pedal Position Signal 2000 Throttle Pedal Position Signal 2000
P0842,Wheel Speed Signal 2000 Wheel Speed Signal 2000
P0843,Performance Selector Switch Failure Performance Selector Switch Failure
P0844,TFP Valve Position Switch Circuit TFP Valve Position Switch Circuit
P0845,Torque Control Torque Control
P0846,TFP Valve Position Switch Reverse with Drive Ratio TFP Valve Position Switch Reverse
P0847,TFP Valve Position Switch Drive without Drive Ratio TFP Valve Position Switch Drive
P0848,Internal Mode Switch No Start Wrong Range Internal Mode Switch No Start
P0849,Internal Mode Switch Circuit B High Internal Mode Switch Circuit B High
P0850,Internal Mode Switch Circuit C High Internal Mode Switch Circuit C High
P0851,Torque Converter Clutch TCC Solenoid Circuit High Voltage Torque Converter Clutch TCC
P0852,KickDown Switch Circuit KickDown Switch Circuit
P0853,KickDown Switch Failed Open KickDown Switch Failed Open
P0854,1-2 Shift Solenoid Circuit Low Voltage 1-2 Shift Solenoid Circuit Low
P0855,1-2 Shift Solenoid Circuit High Voltage 1-2 Shift Solenoid Circuit High
P0856,Torque Reduction Signal Circuit Requested by TCM Torque Reduction Signal Circuit
P0857,2-3 Shift Solenoid Circuit Low Voltage 2-3 Shift Solenoid Circuit Low
P0858,2-3 Shift Solenoid Circuit High Voltage 2-3 Shift Solenoid Circuit High
P0859,Brake Band Apply Solenoid Performance Brake Band Apply Solenoid
P0860,Brake Band Apply Solenoid Low Voltage Brake Band Apply Solenoid Low
P0861,Brake Band Apply Solenoid High Voltage Brake Band Apply Solenoid High
P0862,Torque Converter Clutch Circuit Torque Converter Clutch Circuit
P0863,Transmission Fluid Life Transmission Fluid Life
P0864,TCC Stator Temp Switch Circuit Low TCC Stator Temp Switch Circuit Low
P0865,4WD Low Switch Circuit Electrical 4WD Low Switch Circuit Electrical
P0866,Throttle Position Signal Input Throttle Position Signal Input
P0867,Throttle Position Sensor PWM Signal High Throttle Position Sensor PWM Signal
P0868,Engine Torque Signal High Voltage Engine Torque Signal High Voltage
P0869,Intake Manifold Runner Control IMRC Solenoid Control Circuit Intake Manifold Runner Control
P0870,Intake Manifold Runner Control IMRC Solenoid Control Circuit Low Voltage Intake Manifold Runner Control
P0871,Intake Manifold Runner Control IMRC Solenoid Control Circuit High Voltage Intake Manifold Runner Control
P0872,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit Low
P0873,Fuel Level Sensor 2 Circuit High Voltage Fuel Level Sensor 2 Circuit High
P0874,Post Catalyst Fuel Trim System Low Limit Post Catalyst Fuel Trim System
P0875,Throttle Actuator Control TAC Motor Control Circuit Throttle Actuator Control TAC
P0876,Control Module Throttle Actuator Position Performance Control Module Throttle Actuator
P0877,Throttle Actuator Control TAC Module Internal Circuit Throttle Actuator Control TAC
P0878,Throttle Actuator Control TAC Module Performance Throttle Actuator Control TAC
P0879,Accelerator Pedal Position APP Sensor 1 Circuit High Voltage Accelerator Pedal Position APP
P0880,Accelerator Pedal Position APP Sensor 2 Circuit Low Voltage Accelerator Pedal Position APP
P0881,Accelerator Pedal Position APP Sensor 2 Circuit High Voltage Accelerator Pedal Position APP
P0882,Throttle Position TP Sensor 1-2 Correlation Throttle Position TP Sensor 1-2
P0883,Generator L Terminal Circuit High Voltage Generator L Terminal Circuit High
P0884,ECU Failure ECU Failure
P0885,Open or TCC PWM Solenoid Valve Circuit Short to Ground Open or TCC PWM Solenoid Valve
P0886,Heated Oxygen Sensor HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1 Heated Oxygen Sensor HO2S
P0887,Heated Oxygen Sensor HO2S Heated Oxygen Sensor HO2S
P0888,MAF MAP EGR Actual Measured Air Flow and TP Calculated Air Flow Not Within Range MAF MAP EGR Actual Measured Air Flow
P0889,Manifold Absolute Pressure MAP Sensor Circuit Intermittent High Voltage Manifold Absolute Pressure MAP
P0890,MAP Sensor Comparison Too High Baro MAP Sensor Comparison
P0891,Intake Air Temperature IAT Sensor Circuit Intermittent Low Voltage Intake Air Temperature IAT
P0892,Intake Resonance Switchover Solenoid Control Circuit Intake Resonance Switchover Solenoid
P0893,Engine Coolant Temperature ECT Sensor Circuit Intermittent High Voltage Engine Coolant Temperature ECT
P0894,Engine Coolant Temp Signal Out of Range Low Engine Coolant Temp Signal
P0895,Throttle Position TP Sensor 1 Circuit Throttle Position TP Sensor 1
P0896,Throttle Position TP Sensor Circuit Intermittent Low Voltage Throttle Position TP Sensor
P0897,Heated Oxygen Sensor HO2S Circuit Low Variance Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P0898,Heated Oxygen Sensor HO2S Insufficient Switching Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P0899,Heated Oxygen Sensor HO2S Lean Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P0900,Heated Oxygen Sensor HO2S Rich Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P0901,Heated Oxygen Sensor HO2S Bank 1 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P0902,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 1 Sensor 2 Heated Oxygen Sensor HO2S
P0903,Heated Oxygen Sensor HO2S Bank 1 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P0904,Heated Oxygen Sensor HO2S Cross Counts Bank 1 Sensor 3 Heated Oxygen Sensor HO2S
P0905,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 2 Sensor 1 Heated Oxygen Sensor HO2S
P0906,Heated Oxygen Sensor HO2S Lean Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P0907,Heated Oxygen Sensor HO2S Rich Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P0908,Heated Oxygen Sensor HO2S Bank 2 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P0909,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 2 Heated Oxygen Sensor HO2S
P0910,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Lean System or Low Voltage Heated Oxygen Sensor HO2S
P0911,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P0912,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 3 Heated Oxygen Sensor HO2S
P0913,Bank Fuel Trim Offset Bank Fuel Trim Offset
P0914,Engine Oil Temperature Circuit Engine Oil Temperature Circuit
P0915,EOT Circuit Performance EOT Circuit Performance
P0916,EOT Sensor Circuit High Voltage EOT Sensor Circuit High Voltage
P0917,Engine Oil Pressure EOP Switch Circuit Engine Oil Pressure EOP Switch
P0918,Injector Control Circuit Injector Control Circuit
P0919,Mass Air Flow Circuit Intermittent High Mass Air Flow Circuit
P0920,Mass Air Flow Circuit Intermittent Low Mass Air Flow Circuit
P0921,Injection Pump Calibration Circuit Injection Pump Calibration Circuit
P0922,Fuel Pump Secondary Circuit Low Fuel Pump Secondary Circuit
P0923,Supercharger System Overboost Supercharger System
P0924,Last Test Failed SCC ENTER More Information Last Test Failed
P0925,Accelerator Pedal Position Sensor 2 Accelerator Pedal Position Sensor
P0926,Accelerator Pedal Position Sensor 1 Accelerator Pedal Position Sensor
P0927,Injectors Faulty Wiring Injectors Faulty Wiring
P0928,Accelerator Pedal Position APP Sensor 1 Circuit Accelerator Pedal Position
P0929,Accelerator Pedal Position Sensor 1 Circuit Low Voltage Accelerator Pedal Position Sensor
P0930,Accelerator Pedal Position Sensor 1 Circuit High Voltage Accelerator Pedal Position Sensor
P0931,Accelerator Pedal Position APP Sensor 2 Circuit Accelerator Pedal Position
P0932,Accelerator Pedal Position Sensor 2 Circuit Performance Accelerator Pedal Position Sensor
P0933,Accelerator Pedal Position Sensor 2 Circuit Low Voltage Accelerator Pedal Position Sensor
P0934,Accelerator Pedal Position Sensor 2 Circuit High Voltage Accelerator Pedal Position Sensor
P0935,Accelerator Pedal Position Sensor 3 Circuit Accelerator Pedal Position Sensor
P0936,Accelerator Pedal Position Sensor 3 Circuit Low Voltage Accelerator Pedal Position Sensor
P0937,Ignitor Circuit Ignitor Circuit
P0938,Ignition Coil 2 Primary Feedback Circuit Ignition Coil 2 Primary
P0939,EI System or Ignition Control Extra or Missing EI System or Ignition Control
P0940,Crank RPM Too Low Crank RPM Too Low
P0941,CKP Circuit CKP Circuit
P0942,BM Output High Pulse Detected When GND Cyl 2 BM Output High Pulse Detected
P0943,BM Output High Pulse Detected When GND Cyl 3 BM Output High Pulse Detected
P0944,BM Output High Pulse Detected When GND Cyl 5 BM Output High Pulse Detected
P0945,BM Output High Pulse Detected When GND Cyl 8 BM Output High Pulse Detected
P0946,Ignition Coil Group 1 Control Circuit Ignition Coil Group 1 Control
P0947,Ignition Coil Control Circuit Low Voltage Ignition Coil Control Circuit
P0948,BM Cylinder 2 Not Activated After Transition BM Cylinder 2 Not Activated
P0949,BM Cylinder 4 Not Activated After Transition BM Cylinder 4 Not Activated
P0950,BM Cylinder 6 Not Activated After Transition BM Cylinder 6 Not Activated
P0951,BM 4X Reference Circuit Too Many Pulses BM 4X Reference Circuit Too Many
P0952,Crankshaft Position CKP Sensor AB Correlation Crankshaft Position CKP Sensor AB
P0953,BM 24X Reference Circuit High Voltage BM 24X Reference Circuit High
P0954,BM Cam Pulse to 4X Reference Pulse BM Cam Pulse to 4X Reference
P0955,Misfire Detected Rough Road Data Unusable Misfire Detected Rough Road
P0956,Wheel Speed Sensor 1 G Sensor Circuit Performance Wheel Speed Sensor 1 G
